concat,member_casual,rideable_type,day_of_week,start/end,station_name,lat,lng,count
2020-12,casual,classic_bike,Friday,start_station,Aberdeen St & Monroe St,41.880419,-87.655519,1
2020-12,casual,classic_bike,Friday,start_station,Aberdeen St & Randolph St,41.884114,-87.654264,5
2020-12,casual,classic_bike,Friday,start_station,Ada St & Washington Blvd,41.88283,-87.661206,3
2020-12,casual,classic_bike,Friday,start_station,Adler Planetarium,41.86605967,-87.60739533,6
2020-12,casual,classic_bike,Friday,start_station,Albany Ave & Bloomingdale Ave,41.914027,-87.705126,2
2020-12,casual,classic_bike,Friday,start_station,Albany Ave & Montrose Ave,41.961041,-87.705866,1
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & 13th St,41.86532167,-87.66659667,1
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Archer Ave,41.83903467,-87.66553017,1
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Augusta Blvd,41.899643,-87.6677,2
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Blackhawk St,41.907066,-87.667252,4
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Chicago Ave,41.895966,-87.667747,3
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Division St,41.90345,-87.667747,7
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Grace St,41.950687,-87.6687,1
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Lake St,41.88592,-87.66717,2
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & McDowell Ave,41.80887,-87.66454,1
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Wellington Ave,41.936083,-87.669807,3
2020-12,casual,classic_bike,Friday,start_station,Ashland Ave & Wrightwood Ave,41.92883,-87.668507,2
2020-12,casual,classic_bike,Friday,start_station,Baltimore Ave & 87th St,41.7373356,-87.5485146,1
2020-12,casual,classic_bike,Friday,start_station,Bissell St & Armitage Ave,41.91844,-87.65222,6
2020-12,casual,classic_bike,Friday,start_station,Blackstone Ave & Hyde Park Blvd,41.8025375,-87.5903615,5
2020-12,casual,classic_bike,Friday,start_station,Broadway & Argyle St,41.973815,-87.65966,3
2020-12,casual,classic_bike,Friday,start_station,Broadway & Barry Ave,41.93758232,-87.64409781,12
2020-12,casual,classic_bike,Friday,start_station,Broadway & Belmont Ave,41.940106,-87.645451,4
2020-12,casual,classic_bike,Friday,start_station,Broadway & Berwyn Ave,41.97840717,-87.6597815,5
2020-12,casual,classic_bike,Friday,start_station,Broadway & Cornelia Ave,41.945529,-87.646439,14
2020-12,casual,classic_bike,Friday,start_station,Broadway & Granville Ave,41.99477969,-87.66028453,1
2020-12,casual,classic_bike,Friday,start_station,Broadway & Ridge Ave,41.98404461,-87.66027383,6
2020-12,casual,classic_bike,Friday,start_station,Broadway & Sheridan Rd,41.952833,-87.649993,3
2020-12,casual,classic_bike,Friday,start_station,Broadway & Thorndale Ave,41.98974251,-87.66014062,2
2020-12,casual,classic_bike,Friday,start_station,Broadway & Waveland Ave,41.949074,-87.648636,11
2020-12,casual,classic_bike,Friday,start_station,Broadway & Wilson Ave,41.96527217,-87.6582265,2
2020-12,casual,classic_bike,Friday,start_station,Buckingham Fountain,41.876511,-87.620548,9
2020-12,casual,classic_bike,Friday,start_station,Burling St & Diversey Pkwy,41.9330775,-87.64773583,8
2020-12,casual,classic_bike,Friday,start_station,Burnham Harbor,41.856268,-87.613348,2
2020-12,casual,classic_bike,Friday,start_station,California Ave & 23rd Pl,41.84914167,-87.69519733,2
2020-12,casual,classic_bike,Friday,start_station,California Ave & Altgeld St,41.92669,-87.697668,2
2020-12,casual,classic_bike,Friday,start_station,California Ave & Cortez St,41.900363,-87.696704,2
2020-12,casual,classic_bike,Friday,start_station,California Ave & Division St,41.903029,-87.697474,2
2020-12,casual,classic_bike,Friday,start_station,California Ave & Francis Pl (Temp),41.91849115,-87.6974228,3
2020-12,casual,classic_bike,Friday,start_station,California Ave & Milwaukee Ave,41.922695,-87.697153,7
2020-12,casual,classic_bike,Friday,start_station,California Ave & Montrose Ave,41.961068,-87.695439,1
2020-12,casual,classic_bike,Friday,start_station,California Ave & North Ave,41.91041733,-87.69703567,2
2020-12,casual,classic_bike,Friday,start_station,Calumet Ave & 18th St,41.857611,-87.619407,3
2020-12,casual,classic_bike,Friday,start_station,Calumet Ave & 35th St,41.831379,-87.618034,1
2020-12,casual,classic_bike,Friday,start_station,Campbell Ave & Fullerton Ave,41.92468633,-87.68930183,1
2020-12,casual,classic_bike,Friday,start_station,Campbell Ave & North Ave,41.910535,-87.689556,4
2020-12,casual,classic_bike,Friday,start_station,Canal St & Adams St,41.879255,-87.639904,4
2020-12,casual,classic_bike,Friday,start_station,Canal St & Harrison St,41.874255,-87.639573,1
2020-12,casual,classic_bike,Friday,start_station,Canal St & Jackson Blvd,41.87715633,-87.638882,1
2020-12,casual,classic_bike,Friday,start_station,Canal St & Madison St,41.88145617,-87.6400875,3
2020-12,casual,classic_bike,Friday,start_station,Canal St & Monroe St,41.88169,-87.63953,1
2020-12,casual,classic_bike,Friday,start_station,Canal St & Taylor St,41.870257,-87.639474,1
2020-12,casual,classic_bike,Friday,start_station,Cannon Dr & Fullerton Ave,41.92675599,-87.63442878,2
2020-12,casual,classic_bike,Friday,start_station,Carpenter St & 63rd St,41.77992167,-87.650871,1
2020-12,casual,classic_bike,Friday,start_station,Carpenter St & Huron St,41.894556,-87.653449,3
2020-12,casual,classic_bike,Friday,start_station,Central Park Ave & Bloomingdale Ave,41.914166,-87.716755,3
2020-12,casual,classic_bike,Friday,start_station,Central Park Ave & Elbridge Ave,41.93533728,-87.71688929,2
2020-12,casual,classic_bike,Friday,start_station,Cherry Ave & Blackhawk St,41.907221,-87.655618,3
2020-12,casual,classic_bike,Friday,start_station,Cicero Ave & Flournoy St,41.872131,-87.746619,1
2020-12,casual,classic_bike,Friday,start_station,Cicero Ave & Lake St,41.886841,-87.745261,1
2020-12,casual,classic_bike,Friday,start_station,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,4
2020-12,casual,classic_bike,Friday,start_station,Clarendon Ave & Gordon Ter,41.957892,-87.649409,5
2020-12,casual,classic_bike,Friday,start_station,Clarendon Ave & Junior Ter,41.961004,-87.649603,5
2020-12,casual,classic_bike,Friday,start_station,Clarendon Ave & Leland Ave,41.967968,-87.650001,3
2020-12,casual,classic_bike,Friday,start_station,Clark St & 9th St (AMLI),41.870816,-87.631246,2
2020-12,casual,classic_bike,Friday,start_station,Clark St & Armitage Ave,41.918306,-87.636282,16
2020-12,casual,classic_bike,Friday,start_station,Clark St & Berwyn Ave,41.977997,-87.668047,4
2020-12,casual,classic_bike,Friday,start_station,Clark St & Bryn Mawr Ave,41.983593,-87.669154,1
2020-12,casual,classic_bike,Friday,start_station,Clark St & Chicago Ave,41.89675,-87.63089,3
