concat,member_casual,rideable_type,day_of_week,start/end,station_name,lat,lng,count
2021-3,casual,classic_bike,Friday,start_station,900 W Harrison St,41.874754,-87.649807,4
2021-3,casual,classic_bike,Friday,start_station,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,5
2021-3,casual,classic_bike,Friday,start_station,Aberdeen St & Monroe St,41.880419,-87.655519,6
2021-3,casual,classic_bike,Friday,start_station,Aberdeen St & Randolph St,41.884114,-87.654264,7
2021-3,casual,classic_bike,Friday,start_station,Ada St & Washington Blvd,41.88283,-87.661206,8
2021-3,casual,classic_bike,Friday,start_station,Adler Planetarium,41.86605967,-87.60739533,5
2021-3,casual,classic_bike,Friday,start_station,Albany Ave & Bloomingdale Ave,41.914027,-87.705126,6
2021-3,casual,classic_bike,Friday,start_station,Artesian Ave & Hubbard St,41.88949182,-87.68821936,2
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & 13th St,41.86532167,-87.66659667,1
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Archer Ave,41.83903467,-87.66553017,2
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Augusta Blvd,41.899643,-87.6677,3
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,5
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Blackhawk St,41.907066,-87.667252,7
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Chicago Ave,41.895966,-87.667747,9
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Division St,41.90345,-87.667747,19
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Grace St,41.950687,-87.6687,2
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Grand Ave,41.891072,-87.666611,7
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Wellington Ave,41.936083,-87.669807,4
2021-3,casual,classic_bike,Friday,start_station,Ashland Ave & Wrightwood Ave,41.92883,-87.668507,10
2021-3,casual,classic_bike,Friday,start_station,Austin Blvd & Madison St,41.88026817,-87.77448317,1
2021-3,casual,classic_bike,Friday,start_station,Baltimore Ave & 87th St,41.7373356,-87.5485146,1
