concat,member_casual,rideable_type,day_of_week,start/end,station_name,lat,lng,count
2020-9,casual,docked_bike,Friday,start_station,2112 W Peterson Ave,41.991178,-87.683593,6
2020-9,casual,docked_bike,Friday,start_station,63rd St Beach,41.78091096,-87.57632375,17
2020-9,casual,docked_bike,Friday,start_station,900 W Harrison St,41.874754,-87.649807,33
2020-9,casual,docked_bike,Friday,start_station,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,41
2020-9,casual,docked_bike,Friday,start_station,Aberdeen St & Monroe St,41.880419,-87.655519,20
2020-9,casual,docked_bike,Friday,start_station,Aberdeen St & Randolph St,41.884114,-87.654264,44
2020-9,casual,docked_bike,Friday,start_station,Ada St & Washington Blvd,41.88283,-87.661206,20
2020-9,casual,docked_bike,Friday,start_station,Adler Planetarium,41.86605967,-87.60739533,124
2020-9,casual,docked_bike,Friday,start_station,Albany Ave & 26th St,41.84447501,-87.70201301,1
2020-9,casual,docked_bike,Friday,start_station,Albany Ave & Bloomingdale Ave,41.914027,-87.705126,8
2020-9,casual,docked_bike,Friday,start_station,Albany Ave & Montrose Ave,41.961041,-87.705866,5
2020-9,casual,docked_bike,Friday,start_station,Archer (Damen) Ave & 37th St,41.82671317,-87.68323983,4
2020-9,casual,docked_bike,Friday,start_station,Artesian Ave & Hubbard St,41.88949182,-87.68821936,1
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 13th St,41.86532167,-87.66659667,6
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 50th St,41.803023,-87.664699,1
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 63rd St,41.779374,-87.664843,2
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 66th St,41.7740565,-87.66371567,1
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 69th St,41.768726,-87.664069,2
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & 78th St,41.752254,-87.66382867,2
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Archer Ave,41.83903467,-87.66553017,4
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Augusta Blvd,41.899643,-87.6677,24
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,14
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Blackhawk St,41.907066,-87.667252,50
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Chicago Ave,41.895966,-87.667747,33
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Division St,41.90345,-87.667747,87
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Garfield Blvd,41.792822,-87.664429,2
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Grace St,41.950687,-87.6687,22
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Grand Ave,41.891072,-87.666611,41
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Lake St,41.88592,-87.66717,20
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & McDowell Ave,41.80887,-87.66454,1
2020-9,casual,docked_bike,Friday,start_station,Ashland Ave & Pershing Rd,41.82343167,-87.66561817,6
